gene	esoxID	cas	chr	start	end
110498788	ENSELUG00000010231	cas1	20	392240	411918
110498789	ENSELUG00000010193	cas1	20	426261	500477
110498790	ENSELUG00000010065	cas1	20	535487	574538
110498792	ENSELUG00000007396	cas1	20	662693	712981
110498794	ENSELUG00000007564	cas1	20	742811	806226
110498796	ENSELUG00000008003	cas1	20	927421	946869
110498797	ENSELUG00000008183	cas1	20	1015211	1047919
110498798	ENSELUG00000008702	cas1	20	1071658	1094268
110498799	ENSELUG00000008718	cas1	20	1111352	1133314
110498801	ENSELUG00000008808	cas1	20	1486853	1489531
110498803	ENSELUG00000022034	cas1	20	2090341	2105851
110498817	ENSELUG00000015452	cas1	2	87170110	87259603
110498821	ENSELUG00000024627	cas6	20	2931873	3043226
110498823	ENSELUG00000024364	cas2	20	3095894	3183859
110498831	ENSELUG00000012032	cas1	20	4761286	4788799
110498833	ENSELUG00000011968	cas1	20	4944360	4949279
110498834	ENSELUG00000011948	cas1	20	4977262	4980126
110498836	ENSELUG00000011637	cas1	20	5073940	5161314
110498854	ENSELUG00000015674	cas1	2	87288762	87323586
110498866	ENSELUG00000015748	cas2	2	87345598	87351199
110498872	ENSELUG00000021077	cas5	20	6836679	6893619
110498887	ENSELUG00000022024	cas1	20	7699285	7836281
110498899	ENSELUG00000022427	cas1	20	8178596	8193448
110498902	ENSELUG00000001480	cas1	2	87565328	87689612
110498906	ENSELUG00000022542	cas1	20	8224090	8246266
110498920	ENSELUG00000023549	cas3	20	8527358	8531341
110498923	ENSELUG00000023571	cas2	20	8536386	8570780
110498926	ENSELUG00000016322	cas1	2	87859357	87900425
110498934	ENSELUG00000024612	cas1	20	9506374	9513698
110498936	ENSELUG00000002213	cas1	20	10609747	10668872
110498938	ENSELUG00000002265	cas1	20	10826764	10828429
110498939	ENSELUG00000002270	cas1	20	10829218	10837113
110498940	ENSELUG00000002282	cas1	20	10850770	10866995
110498942	ENSELUG00000002301	cas1	20	10874496	10881864
110498943	ENSELUG00000002292	cas1	20	10871100	10874293
110498945	ENSELUG00000002350	cas1	20	10904484	10917705
110498949	ENSELUG00000002433	cas1	20	11000957	11041454
110498952	ENSELUG00000002470	cas1	20	11135515	11144237
110498955	ENSELUG00000016565	cas1	2	88050098	88070895
110498960	ENSELUG00000002528	cas1	20	11336117	11343196
110498961	ENSELUG00000002540	cas1	20	11348007	11358125
110498965	ENSELUG00000002680	cas1	20	11498540	11509265
110498968	ENSELUG00000002769	cas4	20	11555259	11564924
110498969	ENSELUG00000002727	cas1	20	11547443	11549694
110498972	ENSELUG00000002834	cas1	20	11603242	11619572
110498973	ENSELUG00000002964	cas1	20	11648480	11716073
110498974	ENSELUG00000003019	cas1	20	11733768	11753603
110498979	ENSELUG00000003159	cas1	20	12362140	12371474
110498980	ENSELUG00000003250	cas1	20	12388383	12402840
110498981	ENSELUG00000003262	cas1	20	12426882	12435584
110498983	ENSELUG00000003303	cas1	20	12447747	12458329
110498985	ENSELUG00000003363	cas1	20	12579652	12592830
110498992	ENSELUG00000003625	cas1	20	12693063	12728120
110498993	ENSELUG00000003659	cas1	20	12733052	12744298
110498994	ENSELUG00000003666	cas1	20	12745694	12750665
110498996	ENSELUG00000003750	cas1	20	12805293	12811417
110499000	ENSELUG00000003815	cas1	20	12861668	12895798
110499005	ENSELUG00000004023	cas1	20	13030131	13050931
110499006	ENSELUG00000004174	cas1	20	13056633	13137389
110499008	ENSELUG00000004245	cas1	20	13157784	13170700
110499013	ENSELUG00000004677	cas1	20	13312143	13315281
110499017	ENSELUG00000004797	cas1	20	14222149	14224562
110499019	ENSELUG00000005046	cas1	20	14351918	14382699
110499020	ENSELUG00000008505	cas1	20	14397658	14411805
110499022	ENSELUG00000005174	cas1	20	14440983	14462278
110499024	ENSELUG00000005569	cas1	20	14492995	14520103
110499026	ENSELUG00000016653	cas1	2	88363311	88389495
110499029	ENSELUG00000005725	cas1	20	14544596	14558620
110499031	ENSELUG00000005655	cas1	20	14520289	14528912
110499032	ENSELUG00000005869	cas1	20	14572562	14590050
110499033	ENSELUG00000005903	cas1	20	14616546	14647860
110499035	ENSELUG00000005943	cas1	20	14666085	14670807
110499037	ENSELUG00000006130	cas1	20	14774458	14816758
110499040	ENSELUG00000006186	cas1	20	14856302	14863712
110499042	ENSELUG00000006194	cas1	20	14884536	14898008
110499044	ENSELUG00000006230	cas1	20	15278768	15282727
110499045	ENSELUG00000006310	cas1	20	15607645	15612040
110499048	ENSELUG00000006323	cas1	20	15630588	15637109
110499052	ENSELUG00000000209	cas1	20	15918962	16012009
110499053	ENSELUG00000006672	cas1	20	16082734	16085908
110499054	ENSELUG00000006695	cas1	20	16091814	16133094
110499063	ENSELUG00000007234	cas4	20	16621771	16637170
110499065	ENSELUG00000007558	cas1	20	16784825	16789220
110499066	ENSELUG00000007695	cas1	20	16813114	16822670
110499067	ENSELUG00000000273	cas1	20	16805888	16813083
110499068	ENSELUG00000016773	cas1	2	88569351	88574203
110499069	ENSELUG00000007708	cas1	20	16824486	16840335
110499072	ENSELUG00000000284	cas1	20	16877451	16920896
110499073	ENSELUG00000009342	cas1	20	17052162	17176942
110499075	ENSELUG00000016872	cas1	2	88630479	88656952
110499076	ENSELUG00000009153	cas1	20	17274450	17285270
110499077	ENSELUG00000009216	cas1	20	17239865	17253625
110499079	ENSELUG00000019376	cas1	20	21876875	21894557
110499082	ENSELUG00000019356	cas1	20	21896705	21902217
110499083	ENSELUG00000019345	cas1	20	21902605	21907221
110499084	ENSELUG00000019323	cas1	20	21924825	21936465
110499087	ENSELUG00000000853	cas1	20	21756587	21786204
110499092	ENSELUG00000019633	cas1	20	21686744	21701763
110499096	ENSELUG00000019815	cas1	20	21573035	21586408
110499097	ENSELUG00000019796	cas1	20	21589006	21596518
110499099	ENSELUG00000020028	cas1	20	21437535	21442026
110499101	ENSELUG00000020301	cas1	20	21405522	21420610
110499102	ENSELUG00000020313	cas1	20	21386313	21401314
110499106	ENSELUG00000016802	cas1	2	88623369	88630357
110499110	ENSELUG00000007861	cas1	20	20766123	20807510
110499112	ENSELUG00000007955	cas1	20	20706399	20735339
110499114	ENSELUG00000008043	cas1	20	20654464	20688063
110499116	ENSELUG00000008126	cas1	20	20368996	20407349
110499117	ENSELUG00000008204	cas2	20	20308748	20314910
110499121	ENSELUG00000008379	cas1	20	20013073	20126587
110499122	ENSELUG00000001384	cas1	20	19941466	19961356
110499123	ENSELUG00000008527	cas1	20	19915972	19938321
110499124	ENSELUG00000008568	cas1	20	19907335	19913870
110499125	ENSELUG00000008672	cas1	20	19886553	19898320
110499126	ENSELUG00000000330	cas1	20	19878973	19886391
110499128	ENSELUG00000008701	cas1	20	19849403	19865429
110499129	ENSELUG00000008806	cas1	20	19728772	19731361
110499134	ENSELUG00000008959	cas1	20	19675177	19676923
110499135	ENSELUG00000017078	cas1	2	88738895	88750469
110499136	ENSELUG00000008996	cas1	20	19662557	19670039
110499137	ENSELUG00000009057	cas1	20	19654147	19660703
110499139	ENSELUG00000009092	cas1	20	19614542	19640508
110499140	ENSELUG00000009160	cas1	20	19584884	19613597
110499141	ENSELUG00000009200	cas1	20	19568972	19583925
110499142	ENSELUG00000009368	cas1	20	19401489	19422945
110499144	ENSELUG00000009393	cas1	20	19361616	19376232
110499147	ENSELUG00000009582	cas1	20	19277271	19294949
110499148	ENSELUG00000001598	cas1	20	19262991	19277123
110499149	ENSELUG00000009539	cas1	20	19295123	19303669
110499151	ENSELUG00000009686	cas1	20	19207252	19242695
110499154	ENSELUG00000009833	cas1	20	19054126	19095333
110499160	ENSELUG00000019189	cas1	20	21974338	22091580
110499161	ENSELUG00000019170	cas1	20	22204992	22252446
110499163	ENSELUG00000019087	cas1	20	22347917	22388445
110499165	ENSELUG00000019053	cas1	20	22461240	22465079
110499171	ENSELUG00000018904	cas1	20	22642425	22691724
110499176	ENSELUG00000018770	cas1	20	22741022	22743986
110499179	ENSELUG00000018675	cas1	20	22789760	22812764
110499185	ENSELUG00000018476	cas1	20	22918884	22938915
110499186	ENSELUG00000001192	cas1	20	22914122	22916645
110499187	ENSELUG00000018541	cas1	20	22910233	22914017
110499188	ENSELUG00000018448	cas1	20	22942515	22948650
110499192	ENSELUG00000018176	cas1	20	23252800	23269058
110499199	ENSELUG00000017775	cas1	20	23396037	23430183
110499200	ENSELUG00000017866	cas1	20	23353584	23363508
110499203	ENSELUG00000017796	cas6	20	23379584	23387585
110499205	ENSELUG00000017409	cas1	20	23768770	23800554
110499208	ENSELUG00000017329	cas1	20	23867339	23877641
110499211	ENSELUG00000017601	cas1	20	23509632	23518623
110499214	ENSELUG00000017214	cas1	20	23887264	23895702
110499215	ENSELUG00000017151	cas1	20	23894637	23905815
110499216	ENSELUG00000017653	cas4	20	23502714	23507658
110499218	ENSELUG00000017044	cas1	20	23972492	23977455
110499222	ENSELUG00000017341	cas1	20	23857695	23859943
110499227	ENSELUG00000016975	cas1	20	24006877	24022002
110499230	ENSELUG00000016873	cas1	20	24075041	24105854
110499232	ENSELUG00000016708	cas1	20	24146065	24169492
110499234	ENSELUG00000017736	cas1	2	89395057	89422438
110499236	ENSELUG00000016559	cas1	20	24286893	24404097
110499237	ENSELUG00000016533	cas2	20	24407485	24412883
110499244	ENSELUG00000016102	cas1	20	25807975	25836330
110499245	ENSELUG00000016089	cas1	20	25841005	25918436
110499248	ENSELUG00000015912	cas1	20	26234910	26261384
110499250	ENSELUG00000015554	cas2	20	26383505	26388284
110499252	ENSELUG00000017815	cas1	2	89477010	89493170
110499254	ENSELUG00000015538	cas1	20	26400137	26404966
110499258	ENSELUG00000015321	cas4	20	26638783	26654541
110499275	ENSELUG00000014700	cas1	20	27103050	27110603
110499287	ENSELUG00000013850	cas1	20	27814389	27858095
110499288	ENSELUG00000018066	cas1	2	89555573	89577445
110499303	ENSELUG00000012723	cas2	20	28536167	28548409
110499305	ENSELUG00000012653	cas1	20	28849051	28852328
110499306	ENSELUG00000012613	cas1	20	28888248	28891585
110499311	ENSELUG00000012471	cas1	20	29395784	29404585
110499312	ENSELUG00000012447	cas1	20	29423694	29428859
110499314	ENSELUG00000000459	cas1	20	29510861	29536419
110499315	ENSELUG00000012290	cas1	20	29541339	29571033
110499316	ENSELUG00000012256	cas2	20	29572397	29588171
110499322	ENSELUG00000010538	cas1	20	30108682	30158650
110499323	ENSELUG00000010645	cas1	20	30194269	30217647
110499324	ENSELUG00000010706	cas1	20	30219786	30241466
110499327	ENSELUG00000018083	cas1	2	89577794	89587145
110499331	ENSELUG00000011759	cas1	20	32123986	32143464
110499333	ENSELUG00000000431	cas1	20	32245903	32262177
110499336	ENSELUG00000018093	cas1	2	89610237	89709230
110499344	ENSELUG00000021545	cas1	20	32849697	32863389
110499350	ENSELUG00000021411	cas1	20	33204195	33210568
110499356	ENSELUG00000023619	cas1	1	18768284	18825716
110499363	ENSELUG00000020788	cas1	20	33949752	33958728
110499371	ENSELUG00000020247	cas1	20	34273867	34312150
110499373	ENSELUG00000020170	cas6	20	34390070	34406831
110499374	ENSELUG00000020228	cas1	20	34347154	34379366
110499377	ENSELUG00000020119	cas1	20	34454563	34498964
110499378	ENSELUG00000013485	cas1	2	89751743	89763372
110499381	ENSELUG00000019960	cas1	20	34569055	34573880
110499382	ENSELUG00000019935	cas1	20	34583316	34591320
110499384	ENSELUG00000019783	cas1	20	34615700	34626578
110499386	ENSELUG00000019800	cas1	20	34607155	34612817
110499389	ENSELUG00000019699	cas1	20	34636155	34648964
110499390	ENSELUG00000019551	cas1	20	34656043	34671430
110499394	ENSELUG00000019202	cas1	20	35338449	35374027
110499397	ENSELUG00000019061	cas1	20	35387849	35405611
110499400	ENSELUG00000018856	cas1	20	35438980	35446541
110499404	ENSELUG00000018731	cas1	20	35473620	35479099
110499408	ENSELUG00000018583	cas1	20	35561250	35567621
110499409	ENSELUG00000013246	cas1	2	89830922	89883245
110499410	ENSELUG00000018553	cas1	20	35571254	35605240
110499411	ENSELUG00000018505	cas1	20	35622634	35641168
110499414	ENSELUG00000018323	cas1	20	35675782	35679430
110499424	ENSELUG00000017999	cas1	20	36047077	36073126
110499425	ENSELUG00000023396	cas1	20	36084938	36109840
110499426	ENSELUG00000023348	cas1	20	36125503	36157782
110499428	ENSELUG00000023258	cas1	20	36161203	36170899
110499431	ENSELUG00000023147	cas1	20	36173188	36179601
110499432	ENSELUG00000023081	cas1	20	36207378	36247512
110499433	ENSELUG00000022999	cas1	20	36344254	36387672
110499435	ENSELUG00000022837	cas1	20	36553879	36564830
110499442	ENSELUG00000009835	cas1	20	36965177	36985560
110499447	ENSELUG00000009989	cas1	20	38083895	38203970
110499449	ENSELUG00000010009	cas1	20	38216877	38320114
110499451	ENSELUG00000010797	cas1	20	38515602	38527974
110499453	ENSELUG00000010765	cas1	20	38489508	38492111
110499455	ENSELUG00000010997	cas1	20	38753757	38762601
110499458	ENSELUG00000011349	cas1	20	39006786	39026027
110499459	ENSELUG00000023491	cas1	1	18841198	18852954
110499467	ENSELUG00000011826	cas1	20	39671050	39678438
110499468	ENSELUG00000011862	cas1	20	39683595	39687922
110499469	ENSELUG00000012577	cas1	2	90183281	90196936
110499470	ENSELUG00000011895	cas1	20	39797003	39800146
110499472	ENSELUG00000012449	cas2	20	40331665	40350083
110499475	ENSELUG00000000462	cas1	20	40439921	40443984
110499479	ENSELUG00000011302	cas4	17	8384381	8392496
110499482	ENSELUG00000012526	cas1	2	90300546	90321779
110499495	ENSELUG00000015120	cas1	20	42573806	42578705
110499498	ENSELUG00000015238	cas2	20	42597760	42645259
110499507	ENSELUG00000015896	cas1	20	43558407	43586489
110499508	ENSELUG00000016197	cas1	20	44402023	44537718
110499513	ENSELUG00000016554	cas2	20	44057447	44081042
110499516	ENSELUG00000016732	cas2	20	43990389	44016464
110499524	ENSELUG00000017360	cas1	20	45046754	45059248
110499525	ENSELUG00000018249	cas1	20	45696182	45702569
110499526	ENSELUG00000017583	cas2	20	45473148	45496223
110499529	ENSELUG00000018955	cas4	20	46157634	46174248
110499530	ENSELUG00000019225	cas5	20	46412512	46495498
110499536	ENSELUG00000020142	cas1	20	34414349	34435461
110499540	ENSELUG00000023062	cas1	20	36259840	36336452
110499543	ENSELUG00000010713	cas1	20	38445288	38478951
110499544	ENSELUG00000010972	cas1	20	38594819	38638772
110499545	ENSELUG00000011471	cas1	20	39070043	39101170
110499558	ENSELUG00000013037	cas1	20	42339532	42365494
110499567	ENSELUG00000016461	cas1	20	44135009	44181809
110499568	ENSELUG00000017163	cas2	20	44885773	44922697
110499569	ENSELUG00000011931	cas1	2	90938346	90971318
110499577	ENSELUG00000011536	cas1	20	5161588	5176857
110499591	ENSELUG00000011884	cas1	2	91046731	91157443
110499615	ENSELUG00000011497	cas1	2	91239744	91254841
110499692	ENSELUG00000011438	cas1	2	91560700	91581306
110499693	ENSELUG00000011425	cas1	2	91582584	91591130
110499694	ENSELUG00000009378	cas3	21	11851173	11861067
110499695	ENSELUG00000020926	cas2	21	11890730	11931253
110499697	ENSELUG00000020855	cas2	21	11863374	11887584
110499698	ENSELUG00000023485	cas3	1	18876547	18888907
110499700	ENSELUG00000021012	cas2	21	11933307	11954482
110499701	ENSELUG00000021012	cas2	15	71630292	71685611
110499702	ENSELUG00000011698	cas2	21	1476880	1487165
110499703	ENSELUG00000011698	cas2	15	66009871	66018682
110499705	ENSELUG00000011639	cas2	21	1448804	1453886
110499707	ENSELUG00000011639	cas2	15	65981641	65986435
110499711	ENSELUG00000012287	cas4	21	1991477	2085804
110499712	ENSELUG00000012308	cas7	21	2093766	2102425
110499724	ENSELUG00000011287	cas1	2	91754959	91779981
110499730	ENSELUG00000010628	cas4	15	72735016	72737438
110499731	ENSELUG00000000482	cas7	15	75332550	75366189
110499732	ENSELUG00000000482	cas7	21	4611882	4636535
110499733	ENSELUG00000012549	cas2	21	2509027	2531457
110499746	ENSELUG00000021059	cas3	15	71458807	71475849
110499751	ENSELUG00000022210	cas3	15	69881224	69891087
110499754	ENSELUG00000000949	cas6	15	69905421	69927631
110499755	ENSELUG00000022286	cas5	15	69831712	69881097
110499761	ENSELUG00000022531	cas2	21	14013772	14016243
110499768	ENSELUG00000022718	cas2	15	69492498	69502120
110499776	ENSELUG00000022760	cas2	21	14282052	14288120
110499778	ENSELUG00000022718	cas2	21	14128007	14140211
110499783	ENSELUG00000022760	cas2	15	69424840	69430808
110499786	ENSELUG00000022882	cas2	21	14478255	14482429
110499788	ENSELUG00000023020	cas2	21	14488418	14493003
110499789	ENSELUG00000010758	cas1	2	92065598	92072317
110499790	ENSELUG00000023074	cas2	21	14514419	14533522
110499791	ENSELUG00000009490	cas3	21	11630432	11660551
110499792	ENSELUG00000010157	cas5	21	11341636	11354995
110499794	ENSELUG00000009954	cas5	15	72210976	72225125
110499795	ENSELUG00000016752	cas4	6	94699882	94714516
110499796	ENSELUG00000010056	cas3	15	72229619	72236599
110499800	ENSELUG00000009785	cas7	21	11479780	11624211
110499802	ENSELUG00000016862	cas2	6	94715031	94759509
110499816	ENSELUG00000010719	cas1	2	92123060	92129748
110499817	ENSELUG00000023347	cas3	15	68246660	68353416
110499835	ENSELUG00000024334	cas2	15	67385803	67411812
110499838	ENSELUG00000024367	cas3	21	16291473	16298592
110499840	ENSELUG00000024367	cas3	15	67371382	67378695
110499843	ENSELUG00000024549	cas5	21	16573934	16593212
110499844	ENSELUG00000001775	cas3	21	16604259	16608641
110499846	ENSELUG00000001776	cas3	21	16613901	16700567
110499851	ENSELUG00000001776	cas3	15	66981465	67065448
110499854	ENSELUG00000024549	cas5	15	67086105	67105359
110499856	ENSELUG00000024555	cas5	21	16594427	16600458
110499862	ENSELUG00000023470	cas6	1	18890820	18895770
110499875	ENSELUG00000001798	cas2	21	17476135	17481386
110499877	ENSELUG00000010348	cas1	2	92388109	92392385
110499878	ENSELUG00000001810	cas3	21	18144533	18203141
110499892	ENSELUG00000001843	cas6	21	18613683	18617804
110499893	ENSELUG00000001846	cas3	21	18621177	18628411
110499894	ENSELUG00000001849	cas2	21	18630643	18654262
110499895	ENSELUG00000001850	cas2	21	18654035	18657692
110499897	ENSELUG00000010343	cas1	2	92398054	92439632
110499898	ENSELUG00000001857	cas2	21	18683391	18701775
110499899	ENSELUG00000001856	cas2	21	18671913	18683306
110499903	ENSELUG00000001863	cas4	21	18758459	18770532
110499906	ENSELUG00000010314	cas1	2	92454325	92460616
110499909	ENSELUG00000001897	cas2	21	19238118	19256001
110499940	ENSELUG00000001959	cas2	21	19861154	19885723
110499954	ENSELUG00000002013	cas3	21	20125598	20176686
110499955	ENSELUG00000023385	cas1	1	18905215	18921146
110499959	ENSELUG00000009893	cas1	2	93068836	93084885
110499971	ENSELUG00000002081	cas3	21	20423336	20432065
110499977	ENSELUG00000002126	cas2	21	20638017	20724888
110499980	ENSELUG00000002145	cas1	21	20954576	21004439
110499986	ENSELUG00000002230	cas2	21	21425570	21448889
110499989	ENSELUG00000009706	cas1	2	93477061	93606905
110499990	ENSELUG00000002269	cas5	21	21496754	21533441
110499992	ENSELUG00000002281	cas2	21	21535960	21546505
110499993	ENSELUG00000002288	cas2	21	21550330	21553820
110499995	ENSELUG00000002347	cas3	21	21582932	21591673
110499996	ENSELUG00000002332	cas2	21	21591663	21593204
110500001	ENSELUG00000002525	cas3	21	21986217	21990859
110500002	ENSELUG00000002545	cas2	21	22038489	22063856
110500004	ENSELUG00000001118	cas2	21	22175960	22180992
110500036	ENSELUG00000003000	cas2	21	22980135	22981529
110500037	ENSELUG00000003018	cas2	21	22983636	23014604
110500039	ENSELUG00000003080	cas2	21	23033725	23040825
110500040	ENSELUG00000003098	cas2	21	23041298	23053672
110500043	ENSELUG00000008952	cas1	2	94184199	94221146
110500046	ENSELUG00000003231	cas3	21	23164105	23189656
110500047	ENSELUG00000003258	cas2	21	23218944	23220765
110500049	ENSELUG00000003301	cas2	21	23295783	23313876
110500052	ENSELUG00000003382	cas4	21	23341188	23353769
110500053	ENSELUG00000003396	cas3	21	23352595	23355101
110500054	ENSELUG00000003410	cas3	21	23366099	23386794
110500056	ENSELUG00000001180	cas2	21	23393527	23397736
110500057	ENSELUG00000003556	cas2	21	23423739	23437795
110500058	ENSELUG00000003506	cas2	21	23405462	23423738
110500061	ENSELUG00000003655	cas2	21	23484221	23486168
110500067	ENSELUG00000003707	cas5	21	23501124	23504811
110500070	ENSELUG00000003944	cas2	21	23587254	23591599
110500072	ENSELUG00000003991	cas2	21	23644907	23648720
110500078	ENSELUG00000004034	cas2	21	23688978	23692894
110500079	ENSELUG00000004138	cas2	21	23733010	23791307
110500080	ENSELUG00000004160	cas2	21	23856038	23878138
110500082	ENSELUG00000004212	cas2	21	23910005	23936559
110500090	ENSELUG00000001606	cas2	21	24014016	24020328
110500093	ENSELUG00000004480	cas2	21	24147043	24157840
110500094	ENSELUG00000004779	cas2	21	24191659	24267164
110500095	ENSELUG00000004548	cas2	21	24176179	24190708
110500101	ENSELUG00000008742	cas1	2	94300169	94317655
110500102	ENSELUG00000005028	cas1	21	24383441	24384781
110500104	ENSELUG00000005082	cas2	21	24401158	24405538
110500106	ENSELUG00000005211	cas2	21	24481140	24517204
110500114	ENSELUG00000005547	cas3	21	24659827	24744884
110500117	ENSELUG00000000152	cas2	21	24754781	24787447
110500122	ENSELUG00000005916	cas2	21	25756791	25774311
110500125	ENSELUG00000008711	cas1	2	94348518	94359922
110500127	ENSELUG00000006020	cas2	21	25871821	25875841
110500129	ENSELUG00000006132	cas2	21	25910091	25927959
110500130	ENSELUG00000006232	cas2	21	25931590	25977279
110500132	ENSELUG00000008708	cas1	2	94364015	94367194
110500133	ENSELUG00000006385	cas2	21	26038289	26047407
110500134	ENSELUG00000006440	cas2	21	26049212	26062404
110500139	ENSELUG00000000332	cas6	2	94391364	94404520
110500141	ENSELUG00000006765	cas2	21	26238009	26247743
110500149	ENSELUG00000006965	cas2	21	26316534	26324591
110500153	ENSELUG00000008679	cas1	2	94412244	94417008
110500154	ENSELUG00000001341	cas2	21	26428656	26439619
110500168	ENSELUG00000001212	cas2	21	27357611	27370119
110500169	ENSELUG00000008664	cas1	2	94498952	94504181
110500177	ENSELUG00000019477	cas2	21	27656376	27685960
110500181	ENSELUG00000019293	cas2	21	27905081	27923178
110500189	ENSELUG00000000773	cas2	21	28403912	28475072
110500193	ENSELUG00000017679	cas6	21	29080304	29168271
110500198	ENSELUG00000017605	cas2	21	29168749	29173260
110500199	ENSELUG00000017571	cas2	21	29173599	29183951
110500200	ENSELUG00000017553	cas2	21	29189035	29194796
110500202	ENSELUG00000017481	cas2	21	29310312	29319384
110500205	ENSELUG00000000656	cas1	21	29887076	29910442
110500207	ENSELUG00000017244	cas2	21	29961116	29978815
110500220	ENSELUG00000015595	cas2	21	30808161	30821295
110500221	ENSELUG00000008613	cas1	2	94526548	94529608
110500228	ENSELUG00000015293	cas6	21	30879517	30881416
110500229	ENSELUG00000015026	cas2	21	30942609	30982749
110500235	ENSELUG00000014476	cas2	21	31046030	31065651
110500237	ENSELUG00000008439	cas1	2	94604044	94611792
110500243	ENSELUG00000013860	cas2	21	31648740	31657995
110500244	ENSELUG00000013738	cas2	21	31685407	31736831
110500252	ENSELUG00000012799	cas2	21	32153116	32162456
110500256	ENSELUG00000012435	cas2	21	32236387	32250579
110500258	ENSELUG00000012189	cas2	21	32310043	32343558
110500261	ENSELUG00000000444	cas2	21	32409872	32420565
110500269	ENSELUG00000011612	cas2	21	32603262	32604698
110500280	ENSELUG00000009542	cas2	21	33037901	33040808
110500283	ENSELUG00000008361	cas1	2	94665928	94686821
110500284	ENSELUG00000009067	cas2	21	33329927	33515988
110500285	ENSELUG00000008937	cas2	21	33709461	33869016
110500293	ENSELUG00000008160	cas2	21	34766720	34782583
110500299	ENSELUG00000011793	cas6	18	7320493	7339446
110500300	ENSELUG00000001409	cas4	18	7339391	7371473
110500301	ENSELUG00000013206	cas1	21	38076983	38083972
110500302	ENSELUG00000013403	cas1	21	37958017	38050782
110500304	ENSELUG00000013283	cas1	21	38048002	38068707
110500307	ENSELUG00000023050	cas1	1	19024216	19041967
110500310	ENSELUG00000013935	cas1	21	37670044	37685666
110500312	ENSELUG00000013985	cas1	21	37643702	37648915
110500314	ENSELUG00000014028	cas1	21	37545141	37602616
110500315	ENSELUG00000014415	cas1	21	37430796	37537824
110500321	ENSELUG00000010851	cas1	21	35719014	35735656
110500323	ENSELUG00000023008	cas1	21	35999821	36039069
110500325	ENSELUG00000012105	cas1	21	36189389	36237829
110500326	ENSELUG00000011845	cas1	21	36300905	36406587
110500328	ENSELUG00000008100	cas1	2	94814776	94872439
110500333	ENSELUG00000012169	cas1	21	36795734	36879858
110500336	ENSELUG00000007898	cas1	2	94890338	94956288
110500337	ENSELUG00000014480	cas1	21	37326163	37332721
110500339	ENSELUG00000013002	cas1	21	38202424	38294685
110500340	ENSELUG00000012804	cas1	21	38483403	38496665
110500343	ENSELUG00000011085	cas1	21	38662084	38720802
110500344	ENSELUG00000010968	cas1	21	38726432	38739708
110500345	ENSELUG00000007836	cas1	2	94959918	94974913
110500347	ENSELUG00000010826	cas1	21	38743077	38769087
110500348	ENSELUG00000010783	cas1	21	38857116	38864530
110500349	ENSELUG00000010757	cas1	21	38867935	38939119
110500350	ENSELUG00000010507	cas1	21	38969383	38986233
110500356	ENSELUG00000010478	cas1	21	39003738	39022864
110500358	ENSELUG00000010459	cas6	21	39034496	39059624
110500361	ENSELUG00000010366	cas1	21	39179147	39211035
110500364	ENSELUG00000010352	cas1	21	39322865	39331908
110500365	ENSELUG00000010337	cas1	21	39340638	39362844
110500366	ENSELUG00000010308	cas1	21	39363491	39371258
110500367	ENSELUG00000010241	cas1	21	39453536	39473815
110500368	ENSELUG00000007737	cas1	2	95015675	95020429
110500370	ENSELUG00000010192	cas1	21	39482847	39534959
110500374	ENSELUG00000010121	cas1	21	39571290	39579548
110500375	ENSELUG00000010042	cas1	21	39619379	39624943
110500379	ENSELUG00000010019	cas1	21	39656563	39673880
110500380	ENSELUG00000000360	cas1	21	39731630	39745450
110500383	ENSELUG00000009732	cas1	21	39780597	39811576
110500385	ENSELUG00000007641	cas1	2	95184896	95214670
110500393	ENSELUG00000001159	cas1	21	39972319	39997941
110500397	ENSELUG00000008653	cas1	21	40118291	40131867
110500398	ENSELUG00000008630	cas1	21	40137626	40158575
110500402	ENSELUG00000008552	cas1	21	40202070	40210631
110500404	ENSELUG00000008517	cas1	21	40229008	40285714
110500415	ENSELUG00000007578	cas1	2	95221223	95261034
110500424	ENSELUG00000005873	cas1	21	41050189	41058764
110500425	ENSELUG00000005586	cas1	21	41108446	41125934
110500432	ENSELUG00000005316	cas1	21	41203290	41215989
110500445	ENSELUG00000024096	cas3	15	67734074	67785202
110500446	ENSELUG00000004716	cas1	21	41888787	41919352
110500447	ENSELUG00000004690	cas1	21	41920300	41933484
110500449	ENSELUG00000004600	cas1	21	42052953	42063079
110500450	ENSELUG00000004494	cas1	21	42119272	42185004
110500451	ENSELUG00000004556	cas1	21	42091608	42102829
110500453	ENSELUG00000004442	cas1	21	42185854	42196438
110500456	ENSELUG00000004413	cas1	21	42213444	42220624
110500465	ENSELUG00000004200	cas1	21	42510011	42532922
110500469	ENSELUG00000001488	cas1	21	42596942	42619810
110500474	ENSELUG00000003943	cas1	21	42655361	42661095
110500477	ENSELUG00000003851	cas1	21	42790604	42800548
110500478	ENSELUG00000003795	cas1	21	42834803	42964916
110500479	ENSELUG00000003817	cas1	21	42821715	42834094
110500480	ENSELUG00000003747	cas1	21	43002686	43034963
110500482	ENSELUG00000003724	cas1	21	43039949	43041554
110500483	ENSELUG00000003713	cas1	21	43041766	43055080
110500486	ENSELUG00000003680	cas1	21	43062367	43071400
110500487	ENSELUG00000003657	cas1	21	43074285	43079143
